upper_z,lower_z,posture_class
6.40,3.27,lean_forward
6.47,3.29,lean_forward
6.48,3.32,lean_forward
6.55,3.31,lean_forward
6.54,3.17,lean_forward
6.44,3.18,lean_forward
6.41,3.23,lean_forward
6.48,3.24,lean_forward
6.58,3.25,lean_forward
6.56,3.31,lean_forward
6.64,3.27,lean_forward
6.57,3.29,lean_forward
6.54,3.27,lean_forward
6.56,3.25,lean_forward
6.56,3.30,lean_forward
6.56,3.29,lean_forward
6.56,3.31,lean_forward
6.60,3.32,lean_forward
6.58,3.30,lean_forward
6.53,3.30,lean_forward
6.60,3.29,lean_forward
6.54,3.31,lean_forward
6.57,3.31,lean_forward
6.59,3.28,lean_forward
6.56,3.32,lean_forward
6.59,3.28,lean_forward
6.53,3.30,lean_forward
6.56,3.29,lean_forward
6.57,3.30,lean_forward
6.59,3.27,lean_forward
6.56,3.33,lean_forward
6.58,3.29,lean_forward
6.58,3.28,lean_forward
6.55,3.28,lean_forward
6.58,3.31,lean_forward
6.60,3.31,lean_forward
6.60,3.31,lean_forward
6.62,3.32,lean_forward
6.58,3.33,lean_forward
6.60,3.35,lean_forward
6.61,3.35,lean_forward
6.60,3.31,lean_forward
6.60,3.34,lean_forward
6.63,3.34,lean_forward
6.60,3.34,lean_forward
3.97,-0.20,lean_forward
3.93,-0.20,lean_forward
3.92,-0.18,lean_forward
3.95,-0.17,lean_forward
3.98,-0.19,lean_forward
3.89,-0.20,lean_forward
3.88,-0.23,lean_forward
3.88,-0.18,lean_forward
3.91,-0.17,lean_forward
3.91,-0.16,lean_forward
3.88,-0.15,lean_forward
3.90,-0.11,lean_forward
3.96,-0.17,lean_forward
4.07,-0.15,lean_forward
4.07,-0.13,lean_forward
3.90,-0.18,lean_forward
3.85,-0.17,lean_forward
3.89,-0.19,lean_forward
3.89,-0.14,lean_forward
3.96,-0.16,lean_forward
3.93,-0.16,lean_forward
3.85,-0.18,lean_forward
3.82,-0.18,lean_forward
3.96,-0.20,lean_forward
3.90,-0.14,lean_forward
3.94,-0.16,lean_forward
3.92,-0.18,lean_forward
3.82,-0.14,lean_forward
3.92,-0.17,lean_forward
3.90,-0.20,lean_forward
3.96,-0.19,lean_forward
4.00,-0.17,lean_forward
3.96,-0.19,lean_forward
4.00,-0.17,lean_forward
3.98,-0.15,lean_forward
4.00,-0.18,lean_forward
4.02,-0.19,lean_forward
3.98,-0.15,lean_forward
3.96,-0.21,lean_forward
3.93,-0.21,lean_forward
3.89,-0.11,lean_forward
3.96,-0.21,lean_forward
4.01,-0.19,lean_forward
3.81,-0.15,lean_forward
3.80,-0.23,lean_forward
3.86,-0.25,lean_forward
3.97,-0.16,lean_forward
4.01,-0.18,lean_forward
3.97,-0.13,lean_forward
4.01,-0.18,lean_forward
3.99,-0.12,lean_forward
4.03,-0.17,lean_forward
3.93,-0.15,lean_forward
3.86,-0.20,lean_forward
3.85,-0.21,lean_forward
3.96,-0.18,lean_forward
3.96,-0.19,lean_forward
3.92,-0.18,lean_forward
3.95,-0.22,lean_forward
3.92,-0.18,lean_forward
4.05,-0.17,lean_forward
3.93,-0.18,lean_forward
3.89,-0.18,lean_forward
3.89,-0.20,lean_forward
3.89,-0.20,lean_forward
3.99,-0.17,lean_forward
4.04,-0.19,lean_forward
3.97,-0.15,lean_forward
3.96,-0.21,lean_forward
4.01,-0.20,lean_forward
3.96,-0.14,lean_forward
4.07,-0.17,lean_forward
4.01,-0.19,lean_forward
3.97,-0.21,lean_forward
3.89,-0.14,lean_forward
3.95,-0.21,lean_forward
4.02,-0.20,lean_forward
4.06,-0.15,lean_forward
4.07,-0.21,lean_forward
3.95,-0.16,lean_forward
3.93,-0.17,lean_forward
3.92,-0.19,lean_forward
3.95,-0.16,lean_forward
4.07,-0.18,lean_forward
3.92,-0.17,lean_forward
3.93,-0.15,lean_forward
4.20,-0.19,lean_forward
4.23,-0.13,lean_forward
4.21,-0.14,lean_forward
4.04,-0.22,lean_forward
3.90,-0.22,lean_forward
3.90,-0.22,lean_forward
3.93,-0.16,lean_forward
4.01,-0.17,lean_forward
4.01,-0.18,lean_forward
3.95,-0.18,lean_forward
3.98,-0.17,lean_forward
4.01,-0.20,lean_forward
3.94,-0.08,lean_forward
4.05,-0.18,lean_forward
4.23,-0.24,lean_forward
3.72,-0.10,lean_forward
3.23,-0.47,lean_forward
2.85,-0.64,lean_forward
2.93,-0.35,lean_forward
3.29,0.10,lean_forward
3.99,0.51,lean_forward
4.50,0.80,lean_forward
4.90,1.34,lean_forward
5.14,1.94,lean_forward
5.44,2.21,lean_forward
5.57,2.49,lean_forward
5.68,2.76,lean_forward
5.70,2.97,lean_forward
5.70,3.12,lean_forward
5.78,3.31,lean_forward
5.82,3.45,lean_forward
5.92,3.53,lean_forward
5.94,3.66,lean_forward
5.98,3.71,lean_forward
6.03,3.70,lean_forward
6.00,3.69,lean_forward
6.08,3.68,lean_forward
6.03,3.68,lean_forward
6.00,3.72,lean_forward
6.08,3.72,lean_forward
6.07,3.77,lean_forward
6.09,3.79,lean_forward
6.17,3.86,lean_forward
6.14,3.85,lean_forward
6.22,3.89,lean_forward
6.18,3.90,lean_forward
6.14,3.90,lean_forward
6.24,3.91,lean_forward
6.21,3.94,lean_forward
6.25,3.95,lean_forward
6.24,3.94,lean_forward
6.27,3.98,lean_forward
6.28,3.93,lean_forward
6.23,3.98,lean_forward
6.28,3.95,lean_forward
6.29,3.97,lean_forward
6.25,3.98,lean_forward
6.32,3.99,lean_forward
6.33,4.01,lean_forward
6.30,4.06,lean_forward
6.33,4.03,lean_forward
6.32,4.05,lean_forward
6.29,4.01,lean_forward
6.27,3.99,lean_forward
6.28,4.00,lean_forward
6.31,3.99,lean_forward
6.38,4.02,lean_forward
6.44,4.06,lean_forward
6.39,3.99,lean_forward
6.26,3.94,lean_forward
5.96,3.77,lean_forward
5.86,3.62,lean_forward
5.90,3.55,lean_forward
5.94,3.51,lean_forward
5.96,3.56,lean_forward
5.99,3.51,lean_forward
6.00,3.58,lean_forward
6.10,3.62,lean_forward
6.21,3.69,lean_forward
6.26,3.75,lean_forward
6.31,3.78,lean_forward
6.35,3.80,lean_forward
6.32,3.81,lean_forward
6.23,3.79,lean_forward
6.19,3.73,lean_forward
6.30,3.75,lean_forward
6.26,3.83,lean_forward
6.32,3.79,lean_forward
6.27,3.74,lean_forward
6.30,3.72,lean_forward
6.36,3.68,lean_forward
6.41,3.76,lean_forward
6.48,3.83,lean_forward
6.53,3.82,lean_forward
6.56,3.85,lean_forward
6.55,3.86,lean_forward
6.57,3.81,lean_forward
6.65,3.80,lean_forward
6.65,3.79,lean_forward
6.62,3.84,lean_forward
6.68,3.80,lean_forward
6.63,3.82,lean_forward
6.68,3.81,lean_forward
6.72,3.82,lean_forward
6.75,3.78,lean_forward
6.75,3.83,lean_forward
6.77,3.78,lean_forward
6.72,3.81,lean_forward
6.70,3.79,lean_forward
6.70,3.81,lean_forward
6.76,3.82,lean_forward
6.81,3.81,lean_forward
6.89,3.84,lean_forward
6.99,3.80,lean_forward
6.88,3.76,lean_forward
6.93,3.69,lean_forward
6.94,3.71,lean_forward
7.13,3.62,lean_forward
7.21,3.61,lean_forward
7.20,3.58,lean_forward
7.19,3.54,lean_forward
7.21,3.54,lean_forward
7.18,3.51,lean_forward
7.20,3.57,lean_forward
7.27,3.59,lean_forward
7.38,3.55,lean_forward
6.38,-0.44,lean_forward
6.44,-0.46,lean_forward
6.53,-0.44,lean_forward
6.57,-0.41,lean_forward
6.57,-0.41,lean_forward
6.83,-0.74,lean_forward
6.61,-0.36,lean_forward
6.07,-0.06,lean_forward
5.89,-0.26,lean_forward
5.94,-0.71,lean_forward
5.66,-0.66,lean_forward
5.71,-0.53,lean_forward
5.69,-0.55,lean_forward
5.57,-0.56,lean_forward
5.34,-0.58,lean_forward
5.08,-0.55,lean_forward
5.03,-0.62,lean_forward
5.08,-0.68,lean_forward
5.08,-0.68,lean_forward
5.02,-0.69,lean_forward
4.87,-0.64,lean_forward
4.92,-0.65,lean_forward
5.00,-0.63,lean_forward
5.04,-0.66,lean_forward
5.00,-0.66,lean_forward
4.89,-0.68,lean_forward
4.98,-0.66,lean_forward
5.10,-0.63,lean_forward
5.23,-0.62,lean_forward
5.03,-0.60,lean_forward
4.88,-0.66,lean_forward
4.89,-0.67,lean_forward
4.85,-0.64,lean_forward
5.00,-0.64,lean_forward
5.00,-0.70,lean_forward
4.84,-0.64,lean_forward
4.72,-0.72,lean_forward
5.00,-0.69,lean_forward
4.99,-0.65,lean_forward
5.08,-0.64,lean_forward
4.96,-0.69,lean_forward
4.93,-0.69,lean_forward
4.91,-0.70,lean_forward
4.90,-0.74,lean_forward
4.90,-0.75,lean_forward
4.93,-0.68,lean_forward
4.97,-0.73,lean_forward
4.95,-0.68,lean_forward
5.02,-0.71,lean_forward
5.02,-0.68,lean_forward
5.04,-0.65,lean_forward
5.01,-0.69,lean_forward
4.91,-0.71,lean_forward
4.83,-0.67,lean_forward
4.91,-0.71,lean_forward
5.03,-0.67,lean_forward
5.06,-0.69,lean_forward
5.03,-0.65,lean_forward
5.06,-0.70,lean_forward
5.05,-0.68,lean_forward
4.95,-0.69,lean_forward
4.90,-0.74,lean_forward
4.85,-0.73,lean_forward
4.87,-0.71,lean_forward
4.94,-0.68,lean_forward
5.00,-0.71,lean_forward
4.95,-0.63,lean_forward
4.90,-0.72,lean_forward
4.88,-0.69,lean_forward
4.97,-0.71,lean_forward
4.96,-0.70,lean_forward
4.83,-0.73,lean_forward
4.87,-0.72,lean_forward
4.98,-0.69,lean_forward
5.11,-0.70,lean_forward
4.98,-0.66,lean_forward
4.97,-0.68,lean_forward
4.98,-0.66,lean_forward
5.06,-0.68,lean_forward
5.02,-0.70,lean_forward
4.98,-0.66,lean_forward
5.06,-0.73,lean_forward
5.04,-0.68,lean_forward
4.86,-0.60,lean_forward
4.95,-0.73,lean_forward
5.09,-0.69,lean_forward
5.04,-0.61,lean_forward
4.88,-0.70,lean_forward
4.85,-0.70,lean_forward
4.84,-0.71,lean_forward
4.95,-0.74,lean_forward
4.81,-0.68,lean_forward
4.92,-0.70,lean_forward
5.04,-0.68,lean_forward
4.96,-0.64,lean_forward
4.93,-0.73,lean_forward
4.86,-0.71,lean_forward
4.84,-0.70,lean_forward
4.86,-0.69,lean_forward
4.91,-0.67,lean_forward
4.93,-0.63,lean_forward
4.87,-0.71,lean_forward
4.87,-0.66,lean_forward
4.89,-0.62,lean_forward
4.94,-0.76,lean_forward
5.16,-0.67,lean_forward
4.67,-0.72,lean_forward
4.25,-0.87,lean_forward
4.60,-0.65,lean_forward
4.89,-0.53,lean_forward
5.26,-0.27,lean_forward
5.63,-0.11,lean_forward
5.73,-0.05,lean_forward
5.79,-0.06,lean_forward
5.67,-0.25,lean_forward
5.53,-0.15,lean_forward
5.60,-0.27,lean_forward
5.64,-0.18,lean_forward
5.80,-0.18,lean_forward
6.16,-0.34,lean_forward
6.45,-0.43,lean_forward
6.35,-0.28,lean_forward
6.25,-0.20,lean_forward
6.36,-0.20,lean_forward
6.39,-0.22,lean_forward
6.43,-0.16,lean_forward
6.46,-0.10,lean_forward
6.53,-0.09,lean_forward
6.55,-0.05,lean_forward
6.59,0.02,lean_forward
6.60,0.07,lean_forward
6.69,0.09,lean_forward
6.70,0.18,lean_forward
6.72,0.20,lean_forward
6.74,0.23,lean_forward
6.73,0.23,lean_forward
6.70,0.22,lean_forward
6.74,0.24,lean_forward
6.75,0.27,lean_forward
6.85,0.29,lean_forward
6.91,0.29,lean_forward
6.85,0.34,lean_forward
6.90,0.32,lean_forward
6.91,0.32,lean_forward
6.85,0.32,lean_forward
6.94,0.34,lean_forward
6.98,0.40,lean_forward
6.96,0.42,lean_forward
7.01,0.41,lean_forward
7.02,0.37,lean_forward
6.94,0.37,lean_forward
6.94,0.40,lean_forward
6.96,0.38,lean_forward
6.99,0.38,lean_forward
6.94,0.40,lean_forward
7.01,0.43,lean_forward
6.99,0.39,lean_forward
6.97,0.37,lean_forward
6.97,0.41,lean_forward
6.97,0.43,lean_forward
6.99,0.39,lean_forward
6.96,0.41,lean_forward
6.98,0.40,lean_forward
6.95,0.37,lean_forward
6.96,0.40,lean_forward
6.96,0.38,lean_forward
6.98,0.41,lean_forward
7.03,0.40,lean_forward
6.99,0.39,lean_forward
7.00,0.38,lean_forward
6.99,0.41,lean_forward
7.03,0.40,lean_forward
7.00,0.41,lean_forward
7.06,0.40,lean_forward
7.03,0.40,lean_forward
7.04,0.42,lean_forward
7.03,0.40,lean_forward
7.05,0.40,lean_forward
7.02,0.41,lean_forward
7.04,0.42,lean_forward
7.01,0.43,lean_forward
7.00,0.40,lean_forward
6.99,0.38,lean_forward
7.02,0.40,lean_forward
7.02,0.43,lean_forward
7.04,0.41,lean_forward
7.12,0.40,lean_forward
7.03,0.41,lean_forward
7.03,0.37,lean_forward
7.00,0.30,lean_forward
6.94,0.21,lean_forward
6.88,0.20,lean_forward
6.75,0.10,lean_forward
6.74,-0.02,lean_forward
6.67,-0.08,lean_forward
6.70,-0.07,lean_forward
6.79,-0.05,lean_forward
6.89,0.02,lean_forward
6.91,0.00,lean_forward
6.93,0.03,lean_forward
6.93,0.03,lean_forward
6.89,-0.02,lean_forward
6.95,0.00,lean_forward
6.91,0.01,lean_forward
6.92,0.04,lean_forward
6.95,0.01,lean_forward
6.92,0.02,lean_forward
6.95,-0.01,lean_forward
6.94,0.03,lean_forward
6.93,0.06,lean_forward
6.97,0.03,lean_forward
6.92,0.06,lean_forward
6.95,0.03,lean_forward
6.96,0.04,lean_forward
6.93,0.01,lean_forward
6.92,0.04,lean_forward
6.92,0.04,lean_forward
5.48,-1.58,lean_forward
5.48,-1.58,lean_forward
5.52,-1.62,lean_forward
5.52,-1.57,lean_forward
5.47,-1.55,lean_forward
5.46,-1.56,lean_forward
5.41,-1.53,lean_forward
5.35,-1.55,lean_forward
5.39,-1.57,lean_forward
5.36,-1.60,lean_forward
5.26,-1.51,lean_forward
5.26,-1.62,lean_forward
5.12,-1.64,lean_forward
5.10,-1.59,lean_forward
5.18,-1.55,lean_forward
5.16,-1.61,lean_forward
5.09,-1.64,lean_forward
5.03,-1.58,lean_forward
5.08,-1.61,lean_forward
5.26,-1.63,lean_forward
5.26,-1.47,lean_forward
5.24,-1.52,lean_forward
5.15,-1.54,lean_forward
5.02,-1.57,lean_forward
5.11,-1.56,lean_forward
5.04,-1.51,lean_forward
5.07,-1.52,lean_forward
5.13,-1.51,lean_forward
5.23,-1.57,lean_forward
5.12,-1.51,lean_forward
5.09,-1.56,lean_forward
5.04,-1.58,lean_forward
5.00,-1.56,lean_forward
5.02,-1.58,lean_forward
5.05,-1.57,lean_forward
5.04,-1.56,lean_forward
5.05,-1.59,lean_forward
5.12,-1.61,lean_forward
5.08,-1.54,lean_forward
4.98,-1.55,lean_forward
4.97,-1.65,lean_forward
4.95,-1.64,lean_forward
5.03,-1.61,lean_forward
5.04,-1.57,lean_forward
5.09,-1.55,lean_forward
5.15,-1.58,lean_forward
5.14,-1.56,lean_forward
5.04,-1.57,lean_forward
5.02,-1.60,lean_forward
5.09,-1.57,lean_forward
5.05,-1.59,lean_forward
4.96,-1.58,lean_forward
5.00,-1.59,lean_forward
5.12,-1.53,lean_forward
5.19,-1.56,lean_forward
5.12,-1.56,lean_forward
5.04,-1.61,lean_forward
5.11,-1.58,lean_forward
5.10,-1.53,lean_forward
5.12,-1.58,lean_forward
5.10,-1.58,lean_forward
5.04,-1.56,lean_forward
5.14,-1.61,lean_forward
5.08,-1.57,lean_forward
5.05,-1.58,lean_forward
5.03,-1.55,lean_forward
5.08,-1.61,lean_forward
5.10,-1.56,lean_forward
5.04,-1.60,lean_forward
4.97,-1.58,lean_forward
5.04,-1.63,lean_forward
5.17,-1.55,lean_forward
5.20,-1.50,lean_forward
5.19,-1.54,lean_forward
5.07,-1.50,lean_forward
5.10,-1.54,lean_forward
5.05,-1.50,lean_forward
5.04,-1.51,lean_forward
5.00,-1.49,lean_forward
5.02,-1.51,lean_forward
5.07,-1.49,lean_forward
5.11,-1.50,lean_forward
5.18,-1.43,lean_forward
5.25,-1.47,lean_forward
5.25,-1.48,lean_forward
5.11,-1.50,lean_forward
4.67,-1.55,lean_forward
4.43,-1.57,lean_forward
4.65,-1.60,lean_forward
5.02,-1.24,lean_forward
5.20,-0.87,lean_forward
5.86,-1.12,lean_forward
6.16,-0.78,lean_forward
6.31,-0.76,lean_forward
6.30,-0.63,lean_forward
6.45,-0.58,lean_forward
6.58,-0.51,lean_forward
6.68,-0.40,lean_forward
6.75,-0.37,lean_forward
6.74,-0.30,lean_forward
6.73,-0.34,lean_forward
6.78,-0.31,lean_forward
6.85,-0.26,lean_forward
6.90,-0.21,lean_forward
6.93,-0.13,lean_forward
6.99,-0.02,lean_forward
7.05,-0.01,lean_forward
7.04,0.03,lean_forward
7.10,0.08,lean_forward
7.07,0.08,lean_forward
7.07,0.06,lean_forward
7.04,0.07,lean_forward
6.99,0.01,lean_forward
6.91,-0.02,lean_forward
6.91,-0.03,lean_forward
6.92,-0.08,lean_forward
6.88,-0.05,lean_forward
6.97,-0.03,lean_forward
6.96,-0.04,lean_forward
6.97,-0.02,lean_forward
6.98,-0.05,lean_forward
6.97,-0.03,lean_forward
7.00,-0.05,lean_forward
6.94,-0.01,lean_forward
7.02,-0.03,lean_forward
6.99,0.01,lean_forward
7.01,0.07,lean_forward
7.04,0.11,lean_forward
7.06,0.13,lean_forward
7.05,0.14,lean_forward
7.04,0.20,lean_forward
7.07,0.17,lean_forward
7.04,0.17,lean_forward
7.10,0.20,lean_forward
7.10,0.17,lean_forward
7.07,0.16,lean_forward
7.09,0.18,lean_forward
7.14,0.19,lean_forward
7.10,0.18,lean_forward
7.00,0.16,lean_forward
6.98,0.12,lean_forward
6.99,0.11,lean_forward
7.04,0.12,lean_forward
7.07,0.12,lean_forward
7.04,0.08,lean_forward
7.02,0.08,lean_forward
7.00,0.06,lean_forward
7.01,0.03,lean_forward
6.95,-0.00,lean_forward
6.92,0.00,lean_forward
6.95,0.05,lean_forward
6.97,0.06,lean_forward
6.96,0.03,lean_forward
6.99,0.01,lean_forward
7.00,0.04,lean_forward
7.03,0.03,lean_forward
6.99,0.07,lean_forward
6.97,0.04,lean_forward
6.96,0.01,lean_forward
7.01,0.04,lean_forward
7.00,0.05,lean_forward
7.02,0.02,lean_forward
7.02,0.02,lean_forward
7.00,0.02,lean_forward
7.02,0.04,lean_forward
7.03,0.06,lean_forward
7.03,0.04,lean_forward
7.03,0.02,lean_forward
6.99,0.05,lean_forward
7.00,0.05,lean_forward
7.00,0.01,lean_forward
7.00,0.05,lean_forward
7.02,0.05,lean_forward
7.09,0.04,lean_forward
7.08,0.05,lean_forward
7.08,0.08,lean_forward
7.16,0.09,lean_forward
7.07,0.06,lean_forward
7.07,0.08,lean_forward
6.93,0.05,lean_forward
6.88,-0.04,lean_forward
6.80,-0.12,lean_forward
6.70,-0.19,lean_forward
6.67,-0.32,lean_forward
6.61,-0.39,lean_forward
6.45,-0.52,lean_forward
6.40,-0.67,lean_forward
6.35,-0.71,lean_forward
6.38,-0.71,lean_forward
6.46,-0.65,lean_forward
6.52,-0.58,lean_forward
6.58,-0.57,lean_forward
6.60,-0.62,lean_forward
6.61,-0.58,lean_forward
6.53,-0.55,lean_forward
5.74,-1.56,lean_forward
5.75,-1.64,lean_forward
5.76,-1.60,lean_forward
5.86,-1.62,lean_forward
5.83,-1.59,lean_forward
5.81,-1.56,lean_forward
5.84,-1.58,lean_forward
5.85,-1.58,lean_forward
5.86,-1.61,lean_forward
5.82,-1.59,lean_forward
5.81,-1.63,lean_forward
5.82,-1.58,lean_forward
5.79,-1.55,lean_forward
5.83,-1.56,lean_forward
5.82,-1.55,lean_forward
5.81,-1.57,lean_forward
5.82,-1.56,lean_forward
5.81,-1.54,lean_forward
5.83,-1.57,lean_forward
5.78,-1.57,lean_forward
5.82,-1.57,lean_forward
5.74,-1.53,lean_forward
5.75,-1.51,lean_forward
5.93,-1.55,lean_forward
5.87,-1.50,lean_forward
5.84,-1.53,lean_forward
5.74,-1.54,lean_forward
5.69,-1.54,lean_forward
5.71,-1.58,lean_forward
5.69,-1.55,lean_forward
5.65,-1.59,lean_forward
5.65,-1.61,lean_forward
5.68,-1.58,lean_forward
5.69,-1.58,lean_forward
5.62,-1.60,lean_forward
5.75,-1.61,lean_forward
5.65,-1.57,lean_forward
5.71,-1.60,lean_forward
5.71,-1.59,lean_forward
5.70,-1.58,lean_forward
5.68,-1.61,lean_forward
5.65,-1.58,lean_forward
5.68,-1.64,lean_forward
5.62,-1.58,lean_forward
5.71,-1.67,lean_forward
5.64,-1.57,lean_forward
5.63,-1.59,lean_forward
5.69,-1.59,lean_forward
5.75,-1.55,lean_forward
5.76,-1.52,lean_forward
5.80,-1.55,lean_forward
5.74,-1.57,lean_forward
5.58,-1.58,lean_forward
5.65,-1.61,lean_forward
5.58,-1.62,lean_forward
5.71,-1.56,lean_forward
5.69,-1.57,lean_forward
5.77,-1.57,lean_forward
5.81,-1.59,lean_forward
5.75,-1.55,lean_forward
5.60,-1.60,lean_forward
5.61,-1.59,lean_forward
5.74,-1.63,lean_forward
5.66,-1.58,lean_forward
5.67,-1.56,lean_forward
5.70,-1.63,lean_forward
5.74,-1.57,lean_forward
5.73,-1.57,lean_forward
5.71,-1.57,lean_forward
5.74,-1.63,lean_forward
5.72,-1.54,lean_forward
5.82,-1.61,lean_forward
5.73,-1.56,lean_forward
5.70,-1.59,lean_forward
5.69,-1.57,lean_forward
5.72,-1.59,lean_forward
5.79,-1.56,lean_forward
5.74,-1.58,lean_forward
5.76,-1.58,lean_forward
5.66,-1.59,lean_forward
5.71,-1.62,lean_forward
5.77,-1.57,lean_forward
5.79,-1.56,lean_forward
5.80,-1.62,lean_forward
5.72,-1.54,lean_forward
5.72,-1.60,lean_forward
5.73,-1.60,lean_forward
5.70,-1.59,lean_forward
5.69,-1.62,lean_forward
5.67,-1.62,lean_forward
5.68,-1.63,lean_forward
5.72,-1.62,lean_forward
5.66,-1.61,lean_forward
5.65,-1.60,lean_forward
5.71,-1.62,lean_forward
5.72,-1.56,lean_forward
5.71,-1.56,lean_forward
5.64,-1.62,lean_forward
5.60,-1.62,lean_forward
5.56,-1.64,lean_forward
5.60,-1.58,lean_forward
5.68,-1.63,lean_forward
5.68,-1.58,lean_forward
5.72,-1.58,lean_forward
5.67,-1.60,lean_forward
5.67,-1.58,lean_forward
5.77,-1.53,lean_forward
5.69,-1.61,lean_forward
5.69,-1.56,lean_forward
5.57,-1.57,lean_forward
5.32,-1.82,lean_forward
4.95,-1.76,lean_forward
5.07,-1.57,lean_forward
5.52,-1.34,lean_forward
5.65,-1.44,lean_forward
6.09,-1.40,lean_forward
6.15,-0.90,lean_forward
6.17,-0.95,lean_forward
6.29,-0.83,lean_forward
6.29,-0.87,lean_forward
6.32,-0.90,lean_forward
6.33,-0.84,lean_forward
6.34,-0.83,lean_forward
6.34,-0.79,lean_forward
6.36,-0.80,lean_forward
6.32,-0.85,lean_forward
6.38,-0.80,lean_forward
6.40,-0.83,lean_forward
6.47,-0.78,lean_forward
6.58,-0.77,lean_forward
6.59,-0.75,lean_forward
6.65,-0.74,lean_forward
6.64,-0.73,lean_forward
6.69,-0.76,lean_forward
6.66,-0.77,lean_forward
6.69,-0.77,lean_forward
6.73,-0.76,lean_forward
6.76,-0.78,lean_forward
6.73,-0.79,lean_forward
6.73,-0.77,lean_forward
6.73,-0.82,lean_forward
6.71,-0.81,lean_forward
6.81,-0.82,lean_forward
6.79,-0.80,lean_forward
6.78,-0.79,lean_forward
6.83,-0.77,lean_forward
6.80,-0.80,lean_forward
6.82,-0.78,lean_forward
6.84,-0.75,lean_forward
6.82,-0.75,lean_forward
6.91,-0.75,lean_forward
6.90,-0.70,lean_forward
6.88,-0.73,lean_forward
6.85,-0.74,lean_forward
6.89,-0.73,lean_forward
6.89,-0.74,lean_forward
6.87,-0.75,lean_forward
6.85,-0.72,lean_forward
6.89,-0.76,lean_forward
6.85,-0.74,lean_forward
6.86,-0.75,lean_forward
6.85,-0.77,lean_forward
6.83,-0.78,lean_forward
6.82,-0.77,lean_forward
6.80,-0.80,lean_forward
6.81,-0.82,lean_forward
6.83,-0.78,lean_forward
6.83,-0.79,lean_forward
6.84,-0.82,lean_forward
6.79,-0.88,lean_forward
6.72,-0.89,lean_forward
6.69,-0.95,lean_forward
6.67,-0.94,lean_forward
6.66,-0.97,lean_forward
6.66,-0.93,lean_forward
6.71,-0.97,lean_forward
6.68,-0.93,lean_forward
6.67,-0.91,lean_forward
6.74,-0.95,lean_forward
6.69,-0.94,lean_forward
6.74,-0.93,lean_forward
6.70,-0.95,lean_forward
6.70,-0.95,lean_forward
6.67,-0.91,lean_forward
6.70,-0.93,lean_forward
6.72,-0.92,lean_forward
6.71,-0.95,lean_forward
6.71,-0.96,lean_forward
6.67,-0.95,lean_forward
6.68,-0.96,lean_forward
6.67,-1.01,lean_forward
6.71,-0.99,lean_forward
6.67,-0.95,lean_forward
6.74,-0.96,lean_forward
6.72,-0.95,lean_forward
6.74,-0.95,lean_forward
6.70,-0.95,lean_forward
6.71,-0.93,lean_forward
6.70,-0.96,lean_forward
6.72,-1.00,lean_forward
6.71,-0.96,lean_forward
6.70,-0.91,lean_forward
6.76,-0.93,lean_forward
6.70,-0.92,lean_forward
6.71,-0.97,lean_forward
6.73,-0.93,lean_forward
6.72,-0.94,lean_forward
6.72,-0.95,lean_forward
6.71,-0.94,lean_forward
6.73,-0.91,lean_forward
6.73,-0.95,lean_forward
6.76,-0.97,lean_forward
6.75,-0.96,lean_forward
6.75,-0.93,lean_forward
6.76,-0.96,lean_forward
6.73,-0.93,lean_forward
6.74,-0.93,lean_forward
6.69,-0.95,lean_forward
6.73,-0.96,lean_forward
4.83,-1.29,lean_forward
4.81,-1.30,lean_forward
4.88,-1.27,lean_forward
4.85,-1.31,lean_forward
4.80,-1.28,lean_forward
4.92,-1.30,lean_forward
4.99,-1.31,lean_forward
4.85,-1.27,lean_forward
4.73,-1.34,lean_forward
4.64,-1.33,lean_forward
4.70,-1.36,lean_forward
4.77,-1.36,lean_forward
4.83,-1.36,lean_forward
4.78,-1.41,lean_forward
4.73,-1.38,lean_forward
4.70,-1.34,lean_forward
4.87,-1.36,lean_forward
4.88,-1.34,lean_forward
4.93,-1.31,lean_forward
4.80,-1.36,lean_forward
4.68,-1.34,lean_forward
4.65,-1.38,lean_forward
4.73,-1.40,lean_forward
4.61,-1.34,lean_forward
4.68,-1.39,lean_forward
4.73,-1.35,lean_forward
4.70,-1.35,lean_forward
4.71,-1.37,lean_forward
4.65,-1.33,lean_forward
4.68,-1.38,lean_forward
4.66,-1.37,lean_forward
4.71,-1.35,lean_forward
4.66,-1.38,lean_forward
4.67,-1.40,lean_forward
4.75,-1.40,lean_forward
4.70,-1.40,lean_forward
4.72,-1.38,lean_forward
4.76,-1.40,lean_forward
4.74,-1.39,lean_forward
4.73,-1.42,lean_forward
4.75,-1.46,lean_forward
4.66,-1.34,lean_forward
4.65,-1.43,lean_forward
4.67,-1.41,lean_forward
4.70,-1.41,lean_forward
4.73,-1.36,lean_forward
4.78,-1.39,lean_forward
4.73,-1.37,lean_forward
4.63,-1.44,lean_forward
4.78,-1.38,lean_forward
4.81,-1.35,lean_forward
4.85,-1.39,lean_forward
4.70,-1.40,lean_forward
4.63,-1.43,lean_forward
4.64,-1.43,lean_forward
4.59,-1.39,lean_forward
4.71,-1.46,lean_forward
4.70,-1.41,lean_forward
4.61,-1.42,lean_forward
4.61,-1.41,lean_forward
4.65,-1.46,lean_forward
4.69,-1.45,lean_forward
4.79,-1.42,lean_forward
