upper_z,lower_z,posture_class
4.77,-1.42,lean_forward
4.71,-1.44,lean_forward
4.72,-1.44,lean_forward
4.75,-1.44,lean_forward
4.72,-1.41,lean_forward
4.68,-1.46,lean_forward
4.65,-1.48,lean_forward
4.72,-1.43,lean_forward
4.75,-1.46,lean_forward
4.72,-1.41,lean_forward
4.74,-1.45,lean_forward
4.75,-1.45,lean_forward
4.76,-1.47,lean_forward
4.73,-1.44,lean_forward
4.73,-1.46,lean_forward
4.69,-1.45,lean_forward
4.78,-1.42,lean_forward
4.78,-1.44,lean_forward
4.77,-1.41,lean_forward
4.76,-1.40,lean_forward
4.79,-1.42,lean_forward
4.81,-1.43,lean_forward
4.76,-1.36,lean_forward
4.73,-1.47,lean_forward
4.71,-1.44,lean_forward
4.72,-1.46,lean_forward
4.63,-1.47,lean_forward
4.65,-1.44,lean_forward
4.61,-1.46,lean_forward
4.74,-1.44,lean_forward
4.74,-1.39,lean_forward
4.76,-1.43,lean_forward
4.75,-1.44,lean_forward
4.66,-1.41,lean_forward
4.65,-1.44,lean_forward
4.63,-1.45,lean_forward
4.71,-1.45,lean_forward
4.74,-1.43,lean_forward
4.70,-1.42,lean_forward
4.73,-1.44,lean_forward
4.74,-1.41,lean_forward
4.71,-1.41,lean_forward
4.76,-1.43,lean_forward
4.71,-1.41,lean_forward
4.70,-1.43,lean_forward
4.71,-1.43,lean_forward
4.76,-1.43,lean_forward
4.70,-1.39,lean_forward
4.72,-1.40,lean_forward
4.58,-1.40,lean_forward
4.76,-1.35,lean_forward
4.87,-1.45,lean_forward
4.53,-1.49,lean_forward
4.22,-1.61,lean_forward
3.96,-1.60,lean_forward
4.47,-1.44,lean_forward
4.99,-1.35,lean_forward
5.44,-1.63,lean_forward
5.87,-1.39,lean_forward
6.09,-1.27,lean_forward
6.09,-1.33,lean_forward
6.23,-1.30,lean_forward
6.25,-1.30,lean_forward
6.19,-1.23,lean_forward
6.26,-1.21,lean_forward
6.28,-1.23,lean_forward
6.26,-1.19,lean_forward
6.24,-1.17,lean_forward
6.20,-1.21,lean_forward
6.24,-1.21,lean_forward
6.21,-1.22,lean_forward
6.26,-1.24,lean_forward
6.27,-1.21,lean_forward
6.30,-1.24,lean_forward
6.32,-1.18,lean_forward
6.29,-1.18,lean_forward
6.34,-1.17,lean_forward
6.34,-1.19,lean_forward
6.35,-1.18,lean_forward
6.38,-1.15,lean_forward
6.40,-1.16,lean_forward
6.42,-1.17,lean_forward
6.30,-1.17,lean_forward
6.34,-1.14,lean_forward
6.33,-1.14,lean_forward
6.30,-1.15,lean_forward
6.33,-1.14,lean_forward
6.33,-1.16,lean_forward
6.36,-1.18,lean_forward
6.34,-1.16,lean_forward
6.38,-1.12,lean_forward
6.40,-1.17,lean_forward
6.40,-1.13,lean_forward
6.41,-1.11,lean_forward
6.38,-1.17,lean_forward
6.35,-1.14,lean_forward
6.40,-1.15,lean_forward
6.39,-1.12,lean_forward
6.42,-1.15,lean_forward
6.42,-1.16,lean_forward
6.44,-1.13,lean_forward
6.40,-1.12,lean_forward
6.38,-1.15,lean_forward
6.36,-1.19,lean_forward
6.35,-1.17,lean_forward
6.37,-1.15,lean_forward
6.38,-1.13,lean_forward
6.37,-1.18,lean_forward
6.38,-1.14,lean_forward
6.40,-1.16,lean_forward
6.36,-1.18,lean_forward
6.38,-1.19,lean_forward
6.33,-1.15,lean_forward
6.41,-1.18,lean_forward
6.40,-1.15,lean_forward
6.46,-1.17,lean_forward
6.39,-1.20,lean_forward
6.46,-1.18,lean_forward
6.48,-1.13,lean_forward
6.51,-1.18,lean_forward
6.46,-1.18,lean_forward
6.52,-1.21,lean_forward
6.47,-1.18,lean_forward
6.45,-1.15,lean_forward
6.51,-1.19,lean_forward
6.55,-1.17,lean_forward
6.51,-1.18,lean_forward
6.53,-1.17,lean_forward
6.55,-1.18,lean_forward
6.51,-1.16,lean_forward
6.56,-1.19,lean_forward
6.54,-1.15,lean_forward
6.52,-1.16,lean_forward
6.52,-1.18,lean_forward
6.57,-1.20,lean_forward
6.55,-1.17,lean_forward
6.53,-1.19,lean_forward
6.56,-1.20,lean_forward
6.57,-1.21,lean_forward
6.56,-1.18,lean_forward
6.59,-1.16,lean_forward
6.55,-1.20,lean_forward
6.54,-1.20,lean_forward
6.54,-1.19,lean_forward
6.56,-1.19,lean_forward
6.57,-1.19,lean_forward
6.51,-1.19,lean_forward
6.58,-1.20,lean_forward
6.53,-1.17,lean_forward
6.56,-1.20,lean_forward
6.57,-1.16,lean_forward
6.54,-1.19,lean_forward
6.53,-1.17,lean_forward
6.60,-1.17,lean_forward
6.57,-1.20,lean_forward
6.56,-1.17,lean_forward
6.63,-1.19,lean_forward
6.59,-1.17,lean_forward
6.56,-1.19,lean_forward
6.59,-1.20,lean_forward
6.55,-1.20,lean_forward
6.60,-1.18,lean_forward
2.74,-0.16,straight
2.91,-0.12,straight
3.01,-0.26,straight
3.01,-0.15,straight
3.09,-0.18,straight
3.10,-0.13,straight
3.15,-0.16,straight
3.15,-0.14,straight
3.15,-0.14,straight
3.13,-0.12,straight
3.13,-0.19,straight
3.08,-0.10,straight
3.09,-0.11,straight
3.13,-0.14,straight
3.02,-0.15,straight
3.01,-0.17,straight
3.08,-0.12,straight
3.11,-0.12,straight
3.14,-0.16,straight
3.22,-0.18,straight
3.26,-0.09,straight
3.25,-0.15,straight
3.15,-0.17,straight
3.10,-0.16,straight
3.06,-0.17,straight
3.11,-0.17,straight
3.06,-0.11,straight
3.09,-0.15,straight
3.06,-0.16,straight
3.07,-0.16,straight
3.08,-0.09,straight
3.07,-0.17,straight
3.04,-0.16,straight
3.09,-0.20,straight
2.99,-0.17,straight
3.12,-0.17,straight
3.20,-0.12,straight
3.15,-0.02,straight
3.05,0.03,straight
2.93,0.05,straight
2.84,-0.06,straight
2.72,-0.03,straight
2.75,0.02,straight
2.72,0.05,straight
2.73,0.04,straight
2.68,0.11,straight
2.52,0.17,straight
2.62,0.11,straight
2.60,0.05,straight
2.46,0.17,straight
2.34,0.02,straight
2.26,-0.05,straight
2.23,-0.14,straight
2.29,0.05,straight
2.23,0.25,straight
2.31,0.17,straight
2.55,-0.02,straight
2.02,0.28,straight
2.09,0.02,straight
1.94,0.11,straight
1.79,0.02,straight
1.76,-0.11,straight
1.78,0.01,straight
1.80,-0.09,straight
1.74,-0.04,straight
1.74,-0.03,straight
1.80,-0.04,straight
1.77,0.02,straight
1.73,-0.01,straight
1.76,-0.06,straight
1.74,-0.02,straight
1.73,-0.06,straight
1.73,-0.03,straight
1.74,-0.03,straight
1.75,-0.06,straight
1.74,-0.04,straight
1.70,-0.02,straight
1.68,-0.02,straight
1.67,-0.01,straight
1.66,-0.00,straight
1.65,-0.00,straight
1.60,-0.02,straight
1.63,-0.02,straight
1.58,-0.01,straight
1.50,-0.02,straight
1.48,-0.04,straight
1.46,0.00,straight
1.44,-0.08,straight
1.35,-0.04,straight
1.39,0.00,straight
1.37,-0.05,straight
1.32,-0.03,straight
1.29,-0.06,straight
1.24,-0.07,straight
1.23,-0.02,straight
1.27,-0.03,straight
1.19,-0.07,straight
1.19,-0.02,straight
1.16,-0.03,straight
1.13,0.01,straight
1.01,-0.02,straight
0.93,-0.03,straight
0.64,0.04,straight
0.75,-0.09,straight
0.65,-0.17,straight
0.85,0.10,straight
0.86,0.20,straight
0.43,-0.00,straight
0.54,0.08,straight
0.85,0.25,straight
1.09,-0.06,straight
0.72,0.13,straight
0.89,0.07,straight
1.90,0.13,straight
3.35,0.06,straight
3.55,0.06,straight
3.36,0.13,straight
3.51,0.08,straight
3.39,0.11,straight
3.40,0.12,straight
3.29,0.10,straight
3.37,0.09,straight
3.60,0.13,straight
3.63,0.06,straight
3.80,0.10,straight
1.35,0.13,straight
3.43,0.10,straight
2.07,0.08,straight
2.30,0.10,straight
2.23,0.13,straight
1.91,0.12,straight
1.78,0.12,straight
3.03,0.11,straight
2.87,0.11,straight
2.94,0.04,straight
2.88,0.12,straight
1.49,0.15,straight
1.37,0.02,straight
1.54,0.15,straight
1.62,0.18,straight
1.58,0.02,straight
1.60,0.01,straight
1.58,0.06,straight
1.54,0.03,straight
1.61,0.06,straight
1.68,0.13,straight
1.76,-0.05,straight
1.70,0.10,straight
1.80,0.07,straight
1.80,-0.01,straight
1.74,0.08,straight
1.80,0.05,straight
1.75,0.01,straight
1.68,0.02,straight
1.68,0.04,straight
1.64,0.04,straight
1.65,0.05,straight
1.63,0.00,straight
1.69,0.01,straight
1.67,0.04,straight
2.49,0.21,straight
2.47,0.18,straight
2.50,0.25,straight
2.49,0.21,straight
2.49,0.22,straight
2.61,0.28,straight
2.58,0.23,straight
2.65,0.21,straight
2.66,0.24,straight
2.61,0.25,straight
2.57,0.27,straight
2.57,0.24,straight
2.61,0.25,straight
2.62,0.23,straight
2.54,0.26,straight
2.52,0.24,straight
2.55,0.27,straight
2.61,0.23,straight
2.75,0.26,straight
2.62,0.32,straight
2.62,0.24,straight
2.49,0.20,straight
2.51,0.22,straight
2.54,0.26,straight
2.52,0.23,straight
2.58,0.23,straight
2.62,0.24,straight
2.63,0.25,straight
2.57,0.29,straight
2.62,0.25,straight
2.57,0.26,straight
2.56,0.23,straight
2.55,0.22,straight
2.49,0.28,straight
2.61,0.25,straight
2.60,0.28,straight
2.60,0.23,straight
2.60,0.28,straight
2.53,0.25,straight
2.54,0.29,straight
2.60,0.27,straight
2.61,0.21,straight
2.58,0.29,straight
2.62,0.18,straight
2.62,0.28,straight
2.63,0.23,straight
2.65,0.24,straight
2.55,0.25,straight
2.59,0.20,straight
2.68,0.24,straight
2.64,0.24,straight
2.63,0.22,straight
2.77,0.23,straight
2.77,0.27,straight
2.79,0.26,straight
2.65,0.23,straight
2.62,0.22,straight
2.60,0.27,straight
2.63,0.22,straight
2.57,0.26,straight
2.56,0.27,straight
2.62,0.25,straight
2.66,0.21,straight
2.64,0.27,straight
2.62,0.22,straight
2.60,0.28,straight
2.60,0.24,straight
2.55,0.25,straight
2.62,0.25,straight
2.65,0.26,straight
2.72,0.26,straight
2.69,0.25,straight
2.73,0.22,straight
2.72,0.23,straight
2.64,0.26,straight
2.67,0.21,straight
2.69,0.24,straight
2.66,0.24,straight
2.66,0.20,straight
2.73,0.24,straight
2.77,0.31,straight
2.78,0.29,straight
2.71,0.16,straight
2.47,0.05,straight
1.94,0.11,straight
1.45,0.18,straight
1.09,0.04,straight
1.28,0.19,straight
1.39,0.02,straight
1.19,0.23,straight
1.04,0.20,straight
0.90,0.10,straight
0.64,0.10,straight
0.64,0.11,straight
0.67,0.08,straight
0.64,0.03,straight
0.46,0.10,straight
0.47,0.07,straight
0.43,0.07,straight
0.40,0.05,straight
0.32,0.04,straight
0.29,0.03,straight
0.25,0.07,straight
0.32,0.06,straight
0.28,0.06,straight
0.26,0.06,straight
0.35,0.03,straight
0.27,0.07,straight
0.36,-0.01,straight
0.32,0.01,straight
0.39,0.05,straight
0.66,0.03,straight
0.66,0.04,straight
0.68,0.09,straight
0.70,0.03,straight
0.66,0.06,straight
0.68,0.06,straight
0.70,0.03,straight
0.69,0.10,straight
0.72,0.07,straight
0.71,0.09,straight
0.71,0.07,straight
0.72,0.05,straight
0.72,0.07,straight
0.74,0.05,straight
0.70,0.02,straight
0.68,0.09,straight
0.71,0.06,straight
0.71,0.03,straight
0.73,0.06,straight
0.66,0.06,straight
0.74,0.04,straight
0.69,0.05,straight
0.70,0.04,straight
0.69,0.04,straight
0.71,0.06,straight
0.68,0.05,straight
0.70,0.08,straight
0.65,0.06,straight
0.69,0.06,straight
0.68,0.11,straight
0.68,0.04,straight
0.71,0.05,straight
0.72,0.05,straight
0.72,0.06,straight
0.72,0.07,straight
0.69,0.05,straight
0.71,0.05,straight
0.72,0.05,straight
0.68,0.03,straight
0.68,0.02,straight
0.73,0.04,straight
0.76,0.03,straight
0.74,0.02,straight
0.79,0.00,straight
0.76,0.02,straight
0.79,0.04,straight
0.72,0.03,straight
0.76,0.04,straight
0.76,0.06,straight
0.82,0.05,straight
0.71,0.09,straight
0.84,0.06,straight
0.84,0.02,straight
0.87,0.07,straight
0.89,0.02,straight
0.84,0.01,straight
0.83,0.05,straight
0.81,0.03,straight
0.86,-0.00,straight
0.82,0.04,straight
0.91,0.01,straight
0.87,0.02,straight
0.85,0.04,straight
0.89,0.02,straight
0.85,-0.01,straight
0.91,0.06,straight
0.88,-0.00,straight
0.86,0.01,straight
0.94,-0.03,straight
0.99,0.06,straight
1.01,0.03,straight
0.94,0.04,straight
0.97,0.02,straight
0.97,0.03,straight
0.97,-0.00,straight
0.91,0.06,straight
0.94,0.04,straight
0.95,0.02,straight
0.99,0.02,straight
0.97,0.04,straight
1.00,0.02,straight
2.56,0.11,straight
2.59,0.14,straight
2.61,0.10,straight
2.63,0.13,straight
2.70,0.12,straight
2.71,0.10,straight
2.72,0.12,straight
2.72,0.13,straight
2.84,0.13,straight
2.80,0.15,straight
2.73,0.10,straight
2.67,0.12,straight
2.69,0.15,straight
2.71,0.13,straight
2.69,0.20,straight
2.69,0.11,straight
2.77,0.18,straight
2.62,0.22,straight
2.62,0.20,straight
2.72,0.07,straight
2.83,0.13,straight
2.76,0.19,straight
2.62,0.19,straight
2.82,0.03,straight
2.96,0.20,straight
2.79,0.23,straight
2.67,0.10,straight
2.71,0.13,straight
2.73,0.15,straight
2.70,0.16,straight
2.74,0.14,straight
2.71,0.15,straight
2.77,0.12,straight
2.78,0.09,straight
2.65,0.13,straight
2.70,0.15,straight
2.76,0.15,straight
2.88,0.20,straight
2.88,0.16,straight
2.93,0.15,straight
2.75,0.19,straight
2.73,0.13,straight
2.70,0.15,straight
2.66,0.16,straight
2.71,0.12,straight
2.70,0.18,straight
2.72,0.16,straight
2.73,0.12,straight
2.69,0.15,straight
2.73,0.12,straight
2.70,0.14,straight
2.69,0.17,straight
2.70,0.11,straight
2.72,0.17,straight
2.57,0.14,straight
2.60,0.04,straight
2.31,0.06,straight
2.04,0.02,straight
2.11,0.06,straight
1.97,0.14,straight
2.02,-0.16,straight
2.16,0.05,straight
1.81,0.08,straight
1.77,-0.07,straight
1.52,0.04,straight
1.49,-0.03,straight
1.54,-0.06,straight
1.47,-0.04,straight
1.40,-0.00,straight
1.41,-0.01,straight
1.40,-0.03,straight
1.45,-0.04,straight
1.45,-0.05,straight
1.38,-0.06,straight
1.48,-0.05,straight
1.47,-0.09,straight
1.47,-0.09,straight
1.45,-0.09,straight
1.50,-0.06,straight
1.48,-0.07,straight
1.52,-0.07,straight
1.51,-0.06,straight
1.48,-0.08,straight
1.49,-0.05,straight
1.51,-0.05,straight
1.58,-0.07,straight
1.55,-0.05,straight
1.53,-0.06,straight
1.56,-0.05,straight
1.54,-0.06,straight
1.59,-0.07,straight
1.60,-0.06,straight
1.56,-0.03,straight
1.55,-0.09,straight
1.51,-0.06,straight
1.47,-0.06,straight
1.48,-0.07,straight
1.50,-0.08,straight
1.56,-0.07,straight
1.55,-0.05,straight
1.59,-0.03,straight
1.54,-0.05,straight
1.53,-0.09,straight
1.61,-0.09,straight
1.52,-0.05,straight
1.51,-0.08,straight
1.52,-0.07,straight
1.53,-0.06,straight
1.59,-0.04,straight
1.54,-0.10,straight
1.50,-0.05,straight
1.54,-0.06,straight
1.57,-0.04,straight
1.54,-0.08,straight
1.54,-0.07,straight
1.47,-0.09,straight
1.30,-0.00,straight
1.31,-0.10,straight
1.16,-0.13,straight
1.07,-0.15,straight
0.98,-0.20,straight
0.96,-0.16,straight
0.98,-0.20,straight
0.95,-0.17,straight
1.01,-0.20,straight
0.98,-0.21,straight
0.98,-0.18,straight
1.03,-0.19,straight
1.05,-0.18,straight
1.09,-0.21,straight
1.08,-0.24,straight
1.09,-0.23,straight
1.13,-0.23,straight
1.08,-0.23,straight
1.09,-0.21,straight
1.06,-0.25,straight
1.04,-0.23,straight
1.05,-0.27,straight
1.02,-0.27,straight
1.04,-0.21,straight
1.03,-0.19,straight
1.02,-0.22,straight
0.94,-0.16,straight
0.95,-0.23,straight
0.98,-0.15,straight
0.93,-0.11,straight
0.98,-0.12,straight
0.98,-0.14,straight
1.03,-0.18,straight
1.03,-0.17,straight
1.02,-0.15,straight
1.06,-0.14,straight
1.05,-0.19,straight
1.00,-0.16,straight
1.06,-0.19,straight
1.02,-0.17,straight
1.02,-0.22,straight
1.01,-0.18,straight
1.06,-0.18,straight
1.10,-0.19,straight
1.13,-0.19,straight
1.02,-0.16,straight
1.06,-0.18,straight
1.08,-0.15,straight
2.66,-0.01,straight
2.72,0.07,straight
2.74,0.01,straight
2.75,0.02,straight
2.69,0.00,straight
2.75,0.06,straight
2.85,0.04,straight
2.77,0.03,straight
2.77,0.02,straight
2.74,0.05,straight
2.69,0.06,straight
2.71,0.01,straight
2.67,0.10,straight
2.69,0.08,straight
2.68,0.04,straight
2.64,0.08,straight
2.70,0.13,straight
2.69,0.01,straight
2.76,0.05,straight
2.73,0.06,straight
2.64,0.07,straight
2.60,0.06,straight
2.63,0.01,straight
2.60,0.09,straight
2.69,0.04,straight
2.66,0.04,straight
2.66,0.05,straight
2.70,0.05,straight
2.57,0.02,straight
2.66,0.05,straight
2.67,0.06,straight
2.84,0.02,straight
2.80,0.06,straight
2.82,0.07,straight
2.72,0.04,straight
2.66,0.06,straight
2.64,0.03,straight
2.57,0.07,straight
2.65,0.08,straight
2.63,0.10,straight
2.72,0.03,straight
2.63,0.07,straight
2.52,-0.06,straight
2.24,-0.09,straight
1.87,-0.09,straight
2.02,0.01,straight
1.78,-0.00,straight
2.58,-0.28,straight
2.05,0.06,straight
2.16,-0.15,straight
1.92,-0.08,straight
1.72,0.00,straight
1.65,0.00,straight
1.51,-0.03,straight
1.39,-0.01,straight
1.30,-0.03,straight
1.31,-0.08,straight
1.23,-0.01,straight
1.20,-0.07,straight
1.18,-0.05,straight
1.10,-0.06,straight
1.15,-0.10,straight
1.12,-0.05,straight
1.15,-0.10,straight
1.16,-0.08,straight
1.13,-0.06,straight
1.15,-0.10,straight
1.17,-0.12,straight
1.15,-0.11,straight
1.20,-0.13,straight
1.17,-0.11,straight
1.10,-0.11,straight
1.19,-0.13,straight
1.19,-0.08,straight
1.13,-0.09,straight
1.14,-0.11,straight
1.13,-0.12,straight
1.13,-0.10,straight
1.10,-0.11,straight
1.14,-0.11,straight
1.13,-0.11,straight
1.12,-0.12,straight
1.13,-0.07,straight
1.12,-0.12,straight
1.06,-0.08,straight
1.13,-0.08,straight
1.08,-0.07,straight
1.10,-0.08,straight
1.10,-0.10,straight
1.08,-0.11,straight
1.12,-0.10,straight
1.12,-0.11,straight
1.09,-0.11,straight
1.12,-0.09,straight
1.11,-0.09,straight
1.12,-0.10,straight
1.13,-0.08,straight
1.14,-0.13,straight
1.12,-0.08,straight
1.14,-0.11,straight
1.10,-0.07,straight
1.10,-0.09,straight
1.08,-0.10,straight
1.11,-0.10,straight
1.10,-0.11,straight
1.11,-0.09,straight
1.09,-0.06,straight
1.08,-0.09,straight
1.10,-0.11,straight
1.07,-0.10,straight
1.14,-0.07,straight
1.09,-0.08,straight
1.04,-0.10,straight
1.08,-0.12,straight
1.13,-0.07,straight
1.08,-0.06,straight
1.10,-0.11,straight
1.11,-0.11,straight
1.10,-0.12,straight
1.10,-0.12,straight
1.11,-0.10,straight
1.07,-0.08,straight
1.14,-0.14,straight
1.06,-0.08,straight
1.08,-0.10,straight
1.06,-0.14,straight
1.08,-0.10,straight
1.10,-0.11,straight
1.08,-0.08,straight
1.13,-0.10,straight
1.11,-0.12,straight
1.11,-0.06,straight
1.11,-0.08,straight
1.13,-0.06,straight
1.11,-0.10,straight
1.13,-0.10,straight
1.09,-0.10,straight
1.10,-0.06,straight
1.13,-0.11,straight
1.16,-0.09,straight
1.14,-0.13,straight
1.13,-0.10,straight
1.09,-0.11,straight
1.14,-0.10,straight
1.13,-0.11,straight
1.11,-0.11,straight
1.10,-0.09,straight
1.18,-0.12,straight
1.09,-0.08,straight
1.10,-0.09,straight
1.14,-0.11,straight
1.10,-0.06,straight
2.53,0.04,straight
2.58,0.00,straight
2.54,0.03,straight
2.61,-0.02,straight
2.68,0.08,straight
2.72,-0.02,straight
2.69,0.02,straight
2.66,0.07,straight
2.68,0.03,straight
2.63,0.04,straight
2.63,0.06,straight
2.67,0.04,straight
2.63,0.03,straight
2.65,0.04,straight
2.65,0.07,straight
2.63,0.06,straight
2.84,0.04,straight
2.87,0.06,straight
2.88,0.00,straight
2.78,0.01,straight
2.74,0.03,straight
2.73,-0.01,straight
2.71,0.03,straight
2.72,0.03,straight
2.71,0.02,straight
2.83,-0.02,straight
2.77,0.08,straight
2.73,0.01,straight
2.73,0.04,straight
2.69,0.04,straight
2.85,0.02,straight
2.85,0.07,straight
2.86,0.06,straight
2.83,0.06,straight
2.75,0.04,straight
2.70,0.01,straight
2.73,0.06,straight
2.71,0.05,straight
2.77,0.07,straight
2.73,0.06,straight
2.85,0.08,straight
2.69,0.02,straight
2.47,-0.10,straight
2.35,-0.05,straight
2.07,-0.11,straight
1.88,-0.21,straight
1.77,-0.06,straight
2.31,-0.37,straight
2.33,0.06,straight
2.29,-0.19,straight
2.18,-0.12,straight
2.05,-0.11,straight
1.94,-0.20,straight
1.94,-0.11,straight
1.95,-0.16,straight
1.90,-0.16,straight
1.84,-0.14,straight
1.80,-0.14,straight
1.86,-0.21,straight
1.83,-0.17,straight
1.86,-0.17,straight
1.82,-0.12,straight
1.81,-0.12,straight
1.84,-0.17,straight
1.80,-0.16,straight
1.85,-0.17,straight
1.81,-0.16,straight
1.87,-0.17,straight
1.85,-0.16,straight
1.88,-0.17,straight
1.85,-0.19,straight
1.88,-0.19,straight
1.81,-0.15,straight
1.86,-0.16,straight
1.85,-0.19,straight
1.86,-0.17,straight
1.88,-0.14,straight
1.90,-0.18,straight
1.87,-0.14,straight
1.83,-0.14,straight
1.84,-0.19,straight
1.84,-0.17,straight
1.83,-0.17,straight
1.83,-0.12,straight
1.83,-0.22,straight
1.81,-0.16,straight
1.86,-0.17,straight
1.83,-0.15,straight
1.79,-0.18,straight
1.81,-0.19,straight
1.80,-0.17,straight
1.79,-0.15,straight
1.74,-0.16,straight
1.81,-0.20,straight
1.77,-0.18,straight
1.81,-0.18,straight
1.80,-0.15,straight
1.77,-0.16,straight
1.76,-0.18,straight
1.73,-0.17,straight
1.76,-0.17,straight
1.73,-0.15,straight
1.78,-0.14,straight
1.75,-0.13,straight
1.84,-0.16,straight
1.77,-0.14,straight
1.76,-0.17,straight
1.81,-0.12,straight
1.78,-0.10,straight
1.85,-0.12,straight
1.85,-0.08,straight
1.79,-0.05,straight
1.77,-0.12,straight
1.78,-0.11,straight
1.75,-0.06,straight
1.76,-0.12,straight
1.67,-0.11,straight
1.66,-0.07,straight
1.62,-0.14,straight
1.55,-0.11,straight
1.51,-0.09,straight
1.51,-0.10,straight
1.43,-0.06,straight
1.33,-0.07,straight
1.29,-0.09,straight
1.21,-0.08,straight
1.19,-0.08,straight
1.18,-0.08,straight
1.14,-0.07,straight
1.12,-0.07,straight
1.11,-0.08,straight
1.05,-0.07,straight
1.08,-0.11,straight
1.02,-0.06,straight
1.03,-0.06,straight
0.98,-0.06,straight
1.01,-0.09,straight
0.91,-0.09,straight
1.01,-0.12,straight
0.97,-0.03,straight
1.03,-0.11,straight
0.98,-0.07,straight
0.98,-0.10,straight
1.02,-0.11,straight
0.99,-0.09,straight
0.92,-0.08,straight
0.93,-0.09,straight
0.96,-0.06,straight
0.89,-0.10,straight
0.93,-0.09,straight
0.94,-0.06,straight
0.94,-0.08,straight
2.56,-0.02,straight
2.52,0.03,straight
2.59,0.02,straight
2.55,0.05,straight
2.49,0.02,straight
2.58,0.07,straight
2.60,0.09,straight
2.64,0.06,straight
2.64,0.12,straight
2.64,0.13,straight
2.61,0.05,straight
2.60,0.10,straight
2.66,0.07,straight
2.59,0.06,straight
2.58,0.05,straight
2.56,0.11,straight
2.64,0.07,straight
2.76,0.11,straight
2.68,0.13,straight
2.60,0.06,straight
2.58,0.10,straight
2.57,0.04,straight
2.50,0.11,straight
2.51,0.11,straight
2.57,0.07,straight
2.59,0.10,straight
2.54,0.07,straight
2.53,0.07,straight
2.53,0.06,straight
2.57,0.16,straight
2.71,0.07,straight
2.68,0.12,straight
2.69,0.11,straight
